Age,Review Text,Rating,Recommended IND,Positive Feedback Count
51,"these trousers are not lined. there is a wide elastic band that runs along the inside of these slacks that is not tacked down, which is a little cheap and probably to keep the price down but does not affect the overall fit. and they do fit nice. when your putting them on the fabric bunches at the crotch but then slims out after you zip them zips up the back. the fabric has some spandex in it but the lyocell makes them a great choice for work. they hit my ankle a bit lower than on the model. i am",4,1,11
36,it was huge. material looked good but was too bulky. will be returning it.,2,0,1
56,"i loved this top it reminded me of one i have from retailer from circa 2008 in black and white however, on this one, the chest area is too big, in both the 14 and 16, and i even found myself tugging downward on the fabric to keep it in place because the waist is elastic and also too big. i probably need a size 12, but then i fear it would be too shortwaisted on me, for i am 510. unfortunately, it is not for me. also, the sleeves are much bigger and flouncier than they appear in the photo on t",4,0,4
55,comfortable top. would have been nice to have it a couple inches longer. pretty colors the floral pattern.,4,1,0
53,"i am a sweater girl, so i was really looking forward to this cozylooking piece. like other reviewers, i found the fit to be very strange and not as pictured. i am 51 and 107 lbs and typically wear xxsp or xsp. i ordered this in the xxsp because of the loose fit. it did not fit like the model at all. the sleeves were shorter and stuck out oddly. the length was not as long as pictured, but it would have been fine for me had the sweater not also been as wide as it was long. others suggested sizi",3,0,4
47,i do not have an retailer where i live so i ordered this tunic online. the material is extremely soft  comfortable  not at all itchy. tts. i fell in love with it immediately and cannot believe how many compliments i received all day long when i wore it to work  with some skinny ankle length pants. can be dressed up or down. this is certainly going to get a lot of use this fall,5,1,0
58,i love this top!! very comfortable. wear it alone or under a sweater. i have the black also.,5,1,1
50,i feel fabulous in this plum and charcoal vest. i am 59 and the ml is the perfect length and size. i was initially attracted by the external seams and color and was delighted with the silhouette and soft structure of the wool blend fabric. it is versatile and yet a kind of signature piece that i will wear with joy. .,5,1,3
42,"i ordered these in m 58 140 lbs. and they are tts they fit well and are neither tight nor loose. the issue that i have with them and the reason that i sent them back is that the material, although comfortable, is completely transparent if i were to try to run out to get the mail in these, the whole neighborhood would essentially see me bottomless! furthermore, these are not white but offwhite and quite a yellowy offwhite, at that, so these loungers do not look as cute with the feature",2,0,1
33,"love this tshirt! i live in miami and have a 5 month old so i practically live in shorts and tshirts, and this shirt fits beautifully and adds a little extra pop to your everyday t. love the material too!",5,1,0
45,"this dress is gorgeous as displayed at store. color is vibrant, but the one i ordered looked dull and wrinkles very easily. i wore it to a ceremony and the seatbelt left me wrinkled before i arrived. the top is very wide and best to wear strapless.",2,0,2
37,"the dress is beautiful in pictures, but all the reviews are dead on...it was full of snags when it arrived! 8 snags to be exact. and the fabric was heavier than i expected. sadly, had to return.",1,0,1
42,"what drew me to this shirt was the beautiful silver and gold embroidery on the front. the shirt was folded at the store, which makes sense because if it were hung it up, fewer people would try it on. this shirt is sheer from the front and more sheer in the back. this is what bugs me about so many clothes that are made these days they are so cheaply made, so thin with cloth, that you are forced to layer with a camisole or something else in order to wear it in public. i cannot wear sheer clothes",2,0,65
39,did not like the dress. look pregnant in it. this dress is going back.,1,0,0
56,"i wish i had read the other reviews before purchasing this product. label says that you can wash and dry normally. however, upon washing, the outer layer shrunk and the inner lining did not. the robe will now not lay flat the fabric pulls at the edges, and results in the inner lining being revealed when the robe is tied shut. extremely disappointed. for a 100 garment, i expected much more. i wish i could return this.",1,0,0
42,"i bought this blouse on sale in a medium because it was the last one left in the store. i usually wear a large, but surprisingly it fit. i am a woman of color, and the off white and lace looks great with my complexion. i got many compliments on the blouse as i made my way to the register to check out. i cannot wait to wear it this spring. i will have to be careful when wearing this blouse because one good snag with a fingernail, or necklace and the lace will be torn. other than that, i am very happy",4,1,0
38,"i love this sweaters rich color and good quality, but the fabric is very thick and heavy, the neck opening is too wide, and the length is too short to be flattering not on my tall not model skinny frame.",3,0,1
42,love these pants. bought both the navy and the white. they are comfortable and a perfect fit. the xs is just right. i am normally a 26 in denim and i was fearful these would either be to small in an xs or too big in a small but the smaller size is just right. soft and silky. they fall in a lovely way.,5,1,2
32,"i got my usual xs i am a 32b and the top fit fine from the chest up. my head just fits through the hole on top without having to unbutton. but then from the chest down, the shirt billows out too far. it hits me at the hip like the model i am 56 and wear 226 but because of the extra fabric it really needs to be longer to balance out the trapeze look. since the top portion fits nicely i almost want to keep it then have a seamstress take it in a little at the waist so it is more aline than tra",3,1,1
55,this midi skirt has a really nice drape with great seasonal colors! cannot wait to pair it with my wine color booties!,5,1,1
32,this jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,3,0,5
61,"i have blazers in size 8 from this designer and they fit with room to spare. i understand this is a more fitted style, but it is still way too small. size 10 and size 12 were not much bigger. great colors and cute design, but just too small even if you do not plan on buttoning it. i hope they bring back this jacket but make it true to size.",2,0,2
23,"when this arrived in the mail, i knew there was a 5050 chance of a sheath dress working with my bodytype athletic on top, larger on bottom. i usually wear size 6 in aline dresses, and i found this dress, size 6, in the sale room, and barely squeezed in. ordered size 10 and love it. for ref, 58, 135 lbs, 34b the belt is adjustable, which puts everything in place. the front collar blends seamlessly into the sleeves, and the brocade panels are such a great quality of material, reminding m",5,1,1
39,"i am in lust with this fabulous dress. it is a feast for the eyes. it is so busy and detailed, yet it all works. fit on me is perfect. i did not have to size down or up. my upper torso is larger ml than my bottom half ms. i also have a square waist. this dress makes me look like i have an hourglass figure. i love it as much as the mona dress. another point goes to ease of putting it on. i own six byron lars dresses and this is the easiest one to put on! just zip up and go.",5,1,0
20,"runs small in the chest, so do not order if you are large chested! over all, very cute.",4,1,0
34,"i loved this dress before putting it on, but it was just not the right cut or style for my body type. it is very roomy and full and looked like a maternity dress which was not a look i was going for. sadly this will be going back. i loved the print and the feel of the material. just not a flattering cut for me.",2,0,0
45,"i stalked this when it went out of stock for a few weeks and was so excited when it came back in stock. but when it arrived, it just did not look as good. it is very oversized. and it is itchy and kind of syntheticlooking. i felt like it added bulk when i tried it on. the collar also did not fold gently like it does in the pictures. returned it!",3,0,1
39,"love everything about the dress! my only issue is when i washed it cold water and hand wash cycle is shrank about a half a size. i only washed the inner slip portion and let it air dry as well. so its fits a little snug, but fortunately the outer part is very flowy so it does not look too tight!!",4,1,0
39,"the color pattern in this material pops a lot more in person than on the website. fits perfectly, very versatile regardless of the occasion or the season at least in california!. love it.",5,1,1
37,"even in my usual petite small size, this looked bulky and made me look stumpy. disappointing because the style looks so good in the picture and the material looks to be good quality. i do not even know if going down a size would have helped. as others have mentioned it looks like a frumpy house robe.",2,0,8
41,"fell in love with the dress at the first sign. yes, have to confess that i always love white dresses but this dress is not only beautiful on the picture, but also very pretty to put on. material is natural, gentle on my skin style is simple, romantic, and it goes well with almost everything to dress up or dress down... very comfortable to wear, good for a long moonlight beach walk.size runs large, have to get petite xxs, and it fits perfectly normally i go with petite 2 for a fitted dress",5,1,1
63,i love this vest! it is perfect for day and dress up for the evening. very comfy!,5,1,1
25,"the print of this skirt is so fun. i love how it is styled on the model, and i could see it being very versatile. i decided not to keep it because, mainly, it is pricey and i am afraid it will get easily damaged. if i would wear it, i think i would be worried about sitting on a dirty chair or spilling something on my lap and it being really visible and then having to upkeep it through dry cleaning. the fabrics nice and good quality. but honestly, if the skirt were cheaper and the fabric were cotton a",4,0,2
20,"i love this top!!! i usually wear a medium but all that was left were larges, so i figured i would take a chance. it is gorgeous, and not too big! the quality is fabulous, and the color is very soft and complimentary. i am so glad i ordered this. cannot wait to wear it!!!",5,1,0
25,"the jeans look so different online! the pair i got did not have the stone washed look and was completely different cut. the rise is not as stated and is actually 10.5 inches! also, i am a true 25 and the waist is like a 27, but the legs are super skinny. i am so disappointed and i am not even sure if is worth swapping out for a smaller size. these look more like mens cut jeans.",1,0,21
37,"first off, this runs very large. i am normally an 8 and sized down to the 6 but probably could have done a 4. it looked like a tent on me. the top part is lovely, i just think the bottom is way to large and not flattering. this one is definitely going back especially with all the white dress options they have out now.",2,0,9
29,"i am 5394, 125130lbs, c34 bust. i ordered this dress for a wedding in size 2 and it was too big! exchanged for the size 0 and it fits perfectly. order 1 size down, ladies!",4,1,0
36,"bought this item on sale and was very disappointed in the quality for the cost. fabric feels cheap, like it will snag easily and will stretch out quickly. did not flatter the female form felt like a burlap sack. gorgeous blue color but not worth the price tag. returned it.",3,0,0
63,"fun detail with the beading and lace! arms are a little longer while the body of the sweatshirt is a little shorter than expected, but that is the style of the piece. the fit was tts with those proportions mind.  the ladies at the store said that if i ordered the size up, it might be a little longer in the body, but that the arms and shoulders would have been the biggest change. the material is not too thick, so it is a nice lighter layer for fallspring. really love it!",5,1,0
50,"this top looked so cute on! i loved the color and the way it looked on my body. as cute as this looked tied, it could also be worn open as well with a tank top. loved it!",5,1,0
43,"this was my favorite piece in my order. it fit so well that i immediately went online to see if they had other colors. they do not. i voice the other reviewers opinion get more colors in of this style. i would order in a heartbeat. i plan on wearing this to work it is freezing in my office but it is versatile enough to pair with jeans for a casual look. the material was soft, woven tightly a good thing and well made. good one retailer! definitely a keeper.",5,1,4
33,"the material is super soft and i could see how this could be a great fall sweater, but the furry portion made the top too bulky. i should have sized down, but even then i think it still would have been a touch boxy. if it was boxy all the way through it would be fine, but it feels like just the top was bulky while the bottom half was fine. perhaps good for more broad shouldered people. i have very small shoulders. also reminded me too much of a sheepskin rug.",3,0,10
54,"this 1960s aprã¨sski style sweater is made of an amazingly soft pure wool in a color that is a touch brighter and maybe even a bit more coral pink than the online photo looks to me. there is a large button under the collar that shows if you stand it up. seems to be of a very high quality, comparable to vintage handknit sweaters..it is very chunky and warm, and i would recommend taking a size up for a looser fit. i am 52, 332537, narrow shoulders, and otth the xs and s fit me well, running",5,1,4
36,"this top! it is so simple, but so great at the same time! it does run large, and i am not a skinny girl... but it has a style that is certainly meant to flow away from the body as it goes down. i find the top portion very flattering and the looser bottom section does not take away from that. i have been wearing the olive green with fitting dark jeans and a flannel or oversized soft, washedjean button down shirt over it for the cool spring weather. it is casual, but so comfy. it is great for loungin",5,1,4
43,i love sundry and their fun designsi was disappointed because the fabric is very thin and the dark part of the heart is not black but bluish slate grey. it is just not what i expected from the picture. i bought the xs and it felt baggy on the body.,1,0,3
29,"5ft 6inches135lbsshort waisted, small bust 30dd the color is more watermelon pink than that slightly orangey tone that is shown on the website. i  ordered a six petite because i wanted it to be kneelength. the four petite also fit, but was a little constricted in the bust. the dress is weightless100 silk! i agree with the other reviewer about the bust of this dress it is probably not great for large chests because of the ruffles",5,1,4
29,"this top is cute, but i found issues with both the fit and the quality. i tried on an xs, but found it to be boxy on my petite frame 52, 110 lbs, 34a. even worse, though, was the feel of this shirt. it is not lined, so you can feel every bit of the beautiful stitching on your skin. it was so itchy, and i only wore it for a minute in the fitting room. it is a pretty shirt, but not worth actually wearing.",3,0,27
33,"i put a lot of hopes on this pullover. i needed something for the spring, and it seemed perfect. plus, the sale price is very attractive compared to the regular retailer prices. but... i am not exactly disappointed, but i would say surprised. i would still consider this sweater good for spring. it is thin enough to be tucked into a skirt or pants if you like. the pullover is very stretchy  frankly, i would prefer it to be less stretchy, but that might be a plus for someone more busty. the quality",3,0,0
36,"really loved this  so soft and snuggly. was unsure about ordering shirt size  s or jacket size for layering m. ordered a small. fits perfect! definitely would not have wanted the medium. 54, 135 lbs for reference. love this one!!! great find.",5,1,8
47,"i am 51 and 110 pounds and i ordered the 26 petite. the jeans are fabulous...flattering....comfortable...i could go on and on. the fabric is super soft and the fit hugs in all the right places. it is a nice flare bottom. i will have to wear these with heels or wedges, they are too long for flats.",5,1,5
22,these leggings are perfect!! i normally struggle to find pants that are comfortable and flattering but these are exactly what i have been looking for. they are so versatile  they can be worn for a lazy day in or a night on the town. a new staple in my wardrobe!,5,1,1
39,"i have been on the hunt for a black pencil skirt. so i decided to give this one a try based on the previous review. i love it! i did not size up, went with 0p 26.5 in waist, 115lbs, 36 ish inches hips. the waist is fitted. the stylist said when she tried it on, it pooched, but i did not feel that way on me. i had a simple tshirt on and it looked so cute. the petite length was also perfectly on point. the lace part hit me above the knee, and the lining a little over that  perfect and flattering",5,1,0
48,"i just returned this top. i agree with the previous reviewer. the neckline is way too deep, i ordered small and i looked ridiculous in it. also the ruffles did not look so great on me either.",2,0,1
32,"beautiful dress, but has an unflattering fit. i purchased an xs and it is past my knees and the bottom of the dress is so heavy! would be a perfect maternity dress though!",2,0,0
56,"the dress ran big but is tight at the bust, material is sooo sheer and the shape of the dress is off. you cannot see the ruffle flounce that runs the bottom of the dress.",1,0,3
26,"i really like this shirt. the design and colors are very good. i ordered the black one with cats, it was cool. however, in general i do not like highlow tops because they do not look flattering and you can see that it is asymmetrical from the front, makes it awkward. the shirts design does not make the highlow aspect stand out much which is great. but it is a tad shorter than i would like in the front. it is also loose fitting. it is perfect for a slimmer frame, but on my curvy figure it just wa",4,1,0
46,"the softest cotton gauze but, not see through. relaxed but, the sleeves  neckline make it flattering. a gorgeous blue in person. so in love with this dress, going back for it in white!",5,1,12
39,"cute, comfy, and would highly recommend them to others. i plan on getting one more color because i feel like i will wear them all the time!",5,1,1
56,"this is such a cool military jacket. when i saw it displayed on a table at my local retailer, i knew it was going home with me. this is my 4th marrakech jacket, i love their style. i bought the black in my usual size large, and i agree with the previous reviewer, if you have a chest this is a very flattering jacket. i usually wear my jackets open, and i discovered that if you button back the lapels at the second button down it looks amazing and not so sloppy. it kind of bothered me the way",5,1,2
42,"this bathing suit is so cute. it fits me great. i am 510 and about 130 and ordered a medium. my only complaint is that the outside straps sometimes fall off my shoulders, which could be annoying if you are doing anything active. but overall a great, modest and cute swimsuit.",5,1,3
30,i had my eye on this dress for months. i came into some extra cash and bought it at full price online and picked it up in the store. the purple pattern is nowhere near as soft as pictures. it was very bright which disappointed me. it is also made for more busty women. at a 34d i could in no way fill this dress out. the result made it look so frumpy and unflattering. i felt like an old lady in a bag.,1,0,0
31,"i own the green version of this jacket and ordered the ivory as well because of the sale price and because i loved the green one so much. i highly recommend this jacket to wear over dresses, with jeans or skirts all year round!",4,1,0
28,bought this camitank on sale which i am glad but it has a flap underneath like a bralette but not fitted..it kind of just drapes under the cami...the problem is it is not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong braundergarment...it simply looks awkward ...not sure if it would have been better,2,0,10
62,"so much odd stuff going on here with the cutfit. the top is sort of tight in the bust, even with a small chest. the sleeves are dolmanstyle and are billowy at the top, but then tight on even my skinny arms. the slip plus the dress itself took me a good 5 minutes to figure out how to put on...just too much effort. it is otherwise a beautiful pattern, color, and length. just a miss for me personally in the fit department. bummer!",3,0,1
67,"love the fit....not so tight you can wear a short top with these, but not slouchy either. color goes with everything. for wrinkles, i hung them and sprayed with water...wrinkles gone. bought 2 pair for traveling.",5,1,1
40,i love these pants. bought them in both black and burgundy. but the burgundy pair split in the butt before i even made it to work in the morning. they were not even tight. so disappointing. i will be returning them.,2,0,6
33,such a cute skirt. it has a touch of whimsy with this tropical flare that makes me feel pretty. it fits well and it is true to size.,5,1,0
29,i love these pants! they are comfortable and dressy enough for work! the wide leg is the perfect size and the higher waist is professional! these are also nice and long for wearing heels. i ordered a size 27 and they fit great. i normally wear a size 6 in us sizing.,5,1,0
46,"these run tiny. i wear a 2526 in pants and took a medium in this bottom and i am still not completely comfortable with the fit. love the floral print, but with a bottom this small you do not really see much of the flowers so on mine at least it is just some splashes of different dark colors.",4,1,2
38,"the blue is a beautiful color, rather unique and it is really soft being cashmere. although, for the price i do feel it should of been a bit more special. i also feel it is loose lower half feels a bit maternity. all that being said i do like the overall sweater and am keeping it as the color and feel win.",4,1,8
71,"this jacket has great style, is really comfortable, and looks good with jeans or nice pants. i usually wear a small or extra small in all clothes but thought the arms were tight in the small. the medium is a better fit.",5,1,0
48,"terrible fit for a longer torso.  runs small in hip and lining, huge in the waist.  not good for an hourglass figure!",1,0,0
28,"i love the look and fabric of this skirt. it also falls at a very nice, flattering length around the knee. what did not work for me was the waist. the stretchy waist looked cheap, and i do not have a flat stomach, so it made me look like i have a muffin top! i bet it would look great if you have a flat stomach.",3,0,16
32,"this looks so gorgeous on the model on the site, so i ordered it online. it was incredibly frumpy when i tried it on. looks like i took a floor rug, cut a hole in the middle and slipped it over my head. the sweater itself is so pretty, its just too bad it falls so awkwardly on me. i normally wear a small so i ordered the xss and the sleeves still fall past my thumbs. its kind of itchy too. will be returning this as soon as possible.",2,0,34
55,"extremely cute sweater, but after having worn it twice it is already pilling up. i would expect more for a 100 sweater.",1,0,0
30,"agree with other poster. this shirt runs very big. i am all for a flowy, shirt that hides my belly but this is just a tent. i will be retuning it.",1,0,5
36,"this dress looks way better on you than sitting on the hanger! the design really flatters your body and the waist area, makes you look very skinny! highly recommend! the length is also perfect, just the right length for a maxi dress, long enough but short enough to show off your shoes as well!",5,1,3
37,"i waited three months for these pants. when they finally arrived, i was mostly pleased. they seemed like the staple pant everyone is raving about. and they should have been.problem one they bag out. i got one wear out of them before i needed to wash and hang to dry regained shape then.problem two the crotch split! in the front! i am a teacher. i sincerely hope no one noticed! i read other reviews about this problem and do not know if i got a bad batch or if a similar fate is awaiting other",1,0,0
33,"i try to find something to like about everything i buy, even if it turns out to be a disappointment. for me the neckline of this shirt is absolutely beautiful and super flattering. it was one of the only things that made me want to keep the shirt, but unfortunately it was not enough. this shirt is super boxy and runs large. i would recommend sizing down for those who want to try this. if you have a larger chest it might be worth ordering your regular size so that the buttons will not pull at the ch",2,0,0
40,this had a cute design but an unflattering fit for me.  it was boxy and made my boobs look droopy.,2,0,0
44,this dress is just too baggy overall. i am 56 140 lbs and a size small was so unflattering. i cannot go down in size because the waist detail will get too high on me. it was already a little high on the small.,2,0,0
61,so glad i purchased this tunic! just lovely. can see myself reaching for it constantly this summer. necklace friendly too!,5,1,1
35,"i wanted to love this top. but, it looks like an ambitious 12 year old made it with rumpled fabric and lace found in her grandmothers attic. re hopeful, but not good. the quality is not good and it hangs strangely on. sadly it is going back.",2,0,4
36,"when i saw this online i immediately put it on my must buy list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store, in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily, my bm store had it and i am so glad i did not waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online does not show is that it has dol",2,0,7
47,"love this top! tried it on in store...so glad i did since it runs large and i had to size down to a medium. the color is a beautiful camel and the material is soft...very grateful the fabric content did not contain dreaded wool, lol! therefore leaving it soft and comfortable to wear...the price tag was a bit much considering it is only a sweater vest but with retailer price equals quality so i do not mind spending the extra !",5,1,1
46,"i usually wear a size xs or s in retailer tops, ordered this top in an s and it was so wide on the sides and huge it fit like a tent.  not even remotely flattering.  i thought about ordering it in an xs, however, i could tell the xs was still going to have way too much fabric.  back it goes.",1,0,0
33,"this dress has so much potential loved the pattern and the neckline. however, only one side of the waist was gathered with a fake sash leaving the other side plain. the gathered side was super flattering while the other side showed any little lump or bump. needless to say, i am returning it.",3,0,7
47,"i thought from the picture this would be a light floaty top. when it arrived, the fabric was a heavy knit and the neckline sagged very low. on me granted i am a pear the bottom layer hugged my tummy and rear in a very unflattering way. the only thing i liked was the color. back it went.",1,0,20
40,"i grabbed my typical size 8 and found it fit snug in the bust. the fabric has plenty of stretch, so the snugness was fine, especially because it meant there was no gaping along the neckline in the front. it is lowcut, but i did not feel particularly exposed. i ended up not buying it because i do not think it fit my body right. the distance between the top of the shoulder and the bottom of the arm hole was too long for me  a significant portion of my bra was exposed at the bottom of the arm hole",2,0,0
66,true to size so great fit from top to bottom. i am 55 and it hits my hips at just the right spot  not too high or too low. it also does not flare out too much so it will not give off the impression that you have something to hide in the tummy area. it is very soft and comfortable. the material is not fragile so it should be easy to maintain its shape after washing.,5,1,5
27,"i ordered this in my usual size 0 and could not finish zipping up the top, but also could not fill in the boobs. i am 57, 116 lbs, 32a. it is very cute, but the top was pretty stiff and unless it draped on you correctly, could probably be bothersome. i was disappointed in the quality of the skirt no lining, simple cottonpolyester. i will probably return, try the size up, but was disappointed compared to how excited i was for it. i did like that it had pockets, and would be a fun dress to wear f",4,0,0
38,"the material is velvety smooth, and not quite so pink as pictured on the website. more of a dusty brown rose. well made, nice fit. flattering on my petite frame. a wonderful third piece to complete or elevate an outfit.",5,1,7
67,"this sweater is much more cropped than shown. the sweater i received was only 24 inches long. the color of the trim is black, not the navy or plum that i expected. quality does seem good.",3,0,7
34,"i am of average height, but these pants are so long!! i considered altering them because i like the print, but i do not think it is worth the effort for workout attire so they are going back. shame!!",2,0,1
40,"i bought my first pair of ag stevie jeans at retailer six years ago and have been in love with them ever since. still love the style and fit but have never been able to find another pair made of the same jean material. my first pair are just a wear away from having holes and was hoping this new pair would be the perfect replacement but although great, just not the same.",4,1,1
67,"these joggers are so comfortable. nice and lightweight and fabric is very soft and a bit stretchy, so they move with you. beautiful dark navyindigo print, very subtle and blends well with many tops. perfect length i am 53, 116 lb. and purchased xs. love them!",5,1,0
36,"this is one of the cutest jackets i have ever owned. nice soft material. i have a steamer so will not have to iron this, depends on how picky you would be about that. great cut. ordered my normal size. sending another jacket back that luckily i had not worn yet. i know between the two, i will always pick this one. did not find the sleeves too long which was good as no petite option. seriously so excited to wear this. ",5,1,5
41,"the suit is beautiful, however the white it is slightly seethrough on the bottom front. even though it is slight, to me that is inappropriate...so i returned it. regarding sizing, i ordered a medium, i usually wear a size 6 135lbs and my body is evenly proportioned throughout. the medium was not tight at all but the back bottom region seemed cut just slightly less than full coverage. i feel that i would be inbetween sizes small and medium but did not try a small due to the slightly transpa",3,0,0
45,"i like the style, but i ordered an extra small i am54 120 and it was still too loose fitting on me, had to return, hopefully exchange for xxs",4,1,0
33,"this vibrant colors in this dress are beautiful, but the fit is very off. you would assume a fit like this would be slimming and flattering at the waist but it somehow squished down my boobs, and made my waist look wide. it also ran small.",3,0,1
66,"the details on this blouse  lace inset in front and sheer back  look just as great in person as they do in the photos. the fabric is wonderful too the knit has enough heft that it does not show every body imperfection or detail in your bra. it held up well through its first wash and ironing as well. as others have noted, the style is versatile  easy to wear with a cardigan or blazer at work or to pair with skinny jeans or shorts on the weekend. i was also positively impressed by the color sin",5,1,5
58,"i bought this in the faded pink rose color which is inexplicably called red motif and it is very comfortable yet not so stretchy as to fall off. i did size down from 12 to 10 there is a bit of puckering of the front placket but i believe, based on my history with pilcro, that there will be enough stretching out to even out that puckering. i wish there were pockets though i can see it may be a design decision. i love the faded inbetween color but the other colors are great and i can see gett",4,1,13
66,"this is a beautiful skirt. great, soft, draping fabric. fringed along the edges. i ordered size large, which was an okay fit, perhaps a bit wide but the drawstring helps at the waist. because i carry my weight in the tummy, this made me look wider than i am. as an elder, i just could not handle the length which hit me right at the top of the widest part of knee. i have great legs but my knees are not their best feature. so sadly, returned but i do recommend.",5,1,0
38,"this is cut very strangely, i am short waisted and this barely covered my belly button. the material is rough and scratchy. did not like at all and will be returning.",2,0,0
53,"so different loose linen, i love the raw edge and the color i can wear with anything over a dress...great top with raw edges",5,1,5
24,"material is thin, with a fleece like feeling on the inside. hard to describe but almost feels like a really thin north face material. the cut on the sides of chest area is super awkward, shows way too much, would never be appropriate to wear a regular bra underneath.",2,0,3
39,"this dress was built for my body to disguise it is flaws. i did have to size up because i am broad shouldered, busty, with a tummy pooch and no hips. this dress skims along all that mess and makes me look slimmer. received the package today and am wearing it right now, i am so happy! i ordered size 10, my stats are 53 145 36dd.",5,1,0
31,"i love the color block concept but this top was way too boxy. the shirt was pretty much square. and the top was super itchy, too. looks so cute online but nogo in person.",1,0,1
26,"i could not wait to get this top in the mail since they did not have it at my local retailer, but i was so disappointed in both the quality and fit. the white is completely seethru, i cannot believe how sheer the material is  especially for the price. even as the shirt is lying down, i can see through both layers of it... the fit runs small, and short.",1,0,22
50,"i was so excited to try out this top since it was such a bargain and neutral. unfortunately, the shape is a line and accentuates the hip area a bit more than i find flattering. so, it will be returned.",3,0,2
21,"i loved them on when i got them, but they literally frayed apart on my body as i wore them, and i had them on no more than 5 times. it was not a fit issue or a seam issue they literally just frayed apart in two areas.  while flattering and incredibly comfortable, the fabric was not at all durable...they are not your typical  denim,  they almost kind of a knit feel them.",1,0,0
36,"i love these shorts. love that the inseam is longer than 3. the pattern is awesome, perfect for spring. my thighs are always going to be bigger than most, so i sized up 1 size like i do in all cartonnier pants. these are a must have for springsummer!",5,1,3
32,i so wanted to love this jumpsuit but unfortunately the fit is so off. it runs small and the crotch is to high. the color is beautiful and the design is great. it is really sad i waited two months for this and it was definitely not worth the wait.,3,0,1
40,"i wish i had read the other review about the color of the pink version of this sweater before i ordered it. she was absolutely right  the color is completely different in person. it is this garish pink and brown that looks like it was knit together with remaindered yarn. it is too bad, because the cut of the sweater is cute and the zipper adds a funky touch. maybe the blue is better in person...",2,0,0
55,"could not say enough great things about this jacket. nice quality and drape and such a wearable, comfortable option as opposed to a more structured blazer. nice, true to size fit petite small was perfect on my 52 115 lbs framenot too tight and not baggy, sleeves still 34. will order an petite xs for my daughter, too. retailer, i would definitely buy other colors if you decide to order them.",5,1,12
46,"i was so excited to find this dress in the store! i immediately headed for the dressing room to try this beauty on....what a disappointment. the fabric is stunning, but the fit is extremely voluminous . i am normally a small to medium, so i grabbed a small......the only way to describe this dress is tentlike!  it was huge from the waist down. i do not think i could size to an xs because i am a 34d and the top half of the dress fit perfect!  i was sad to leave the store without this dress.",3,0,0
75,"the material is adorable and if it was available in a blouse with sleeves, i would buy in a minute. we have a pool and i thought it would be cute to wear while entertaining. now the cons, i am long waisted and this strange tie knotted high under the bustline giving an odd lumpy look. it runs short and i cannot imagine who thought this design was a good idea. there were no reviews when i ordered. i am learning to try it on in the store andor read the reviews before investing. i would say go up a",2,0,1
57,"although i love retailer, this product is not the quality or presentation i expect from them. the dress arrived stuffed into a small plastic bag and was a crumpled mess. the fabric was not soft and fluid as i expected, but rather was stiff and a little scratchy. i purchased the ecru version, which was also slightly darker than the photo showed. i returned the dress and will keep looking.",1,0,3
51,"i ordered the white denim online and was very disappointed by how thin the material was. i had tried on the light blue denim in the store and it had a nice weight to it. the style is wonderful and the fit is very flattering, but too sheer for me to wear outside the house!",2,0,1
54,"hi, this top is absolutely gorgeous in my opinion. very feminine. it has a small amount of swing without a large amount of fabric. love it.",5,1,1
54,"the fabric of this top is lovely. the fit not so. it does not fit as shown on the model. the fit is very large around the middle and fits more like a swing top. i am 59 slim build. i ordered my usual size medium. shoulders and back fit perfectly. too much material around the middle. had it had a straight cut to it, as shown, i would keep it. because it does not it is going back.",2,0,2
43,was not crazy about this top. it looked great online but in person it is just a boring and lifeless top.,2,0,1
38,"this top is really beautiful, but looks absolutely horrible on my 59 apple shaped body. in the words of my husband, i looked like a star trek villain.",2,0,2
24,"this is the perfect cool day, cozy, teacher sort of sweater or if you are having a mr rogers sort of day. the material is soft and comfortable and the color is just as it appears in the photo. looks great with a button down shirt underneath.",5,1,0
48,"pretty pyjama pants that can be worn running errands, dropping off kids.",5,1,0
30,"i did not really understand the other reviews until i received mine in the mail. i love cloth  stone and this is just not up to their normal quality. i bought the blue and yellow colors of this blouse. it is very soft, but the blue already had strings coming from under the arms and i had not even tried them on yet. material is super soft, but thin. cut is weird under the arms and tight. sleeves are also tight! i am usually an xs or s in cloth  stone so i ordered smalls. i just fit the arms, but t",2,1,0
19,"for starters, the back pictured on the website is not true to the actual back of the shirt. the small traps are not there and it is not gathered in the exact same way. the big bow is adjustable and overall i really loved the fit of the top, but the difference in design is not something i would expect from retailer. my shirt also got a hole in it along the seam in the back after washing once. although i liked the look of the top, the quality is not what i am used to from retailer.",3,0,4
71,"i am 5253 which is supposed to be the max height for pieties in retailer former employee and while the bodice hit right, the skirt was insanely long. not even with heels is this going to be right. and no discount towards hemming? i will wait until this hits the sale rack, which it will because concensus is, it is way too long.",1,0,0
