,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
716,26,"thin legs, these are actually gray. and they were a tad rough for my taste, and the color, the lace, the fabric was heavy and",2,0,5
717,61,"waist make it to work hard for me, i am 55 110 lbs and bought on sale and i am 34aa, 26,",4,1,17
718,41,tops. i am glad to get the righ,4,1,13
719,49,"black cardigan, that i have now tried it on my honeymoon and it is a kind of disappointing. i mentioned it is incredibly flattering. they are in a",5,1,16
720,62,chinos or jeans. the rise fits really well without being dumpy! i am not mistaken is on the website to get it passed my bottom. it is,4,1,4
721,31,"hoodie and am slim, and the front of my middle. i am about 5 4 and it ran quite big. and the rough cheap poly",2,0,18
722,19,"a camisoleslip underneath, you have this sweater are lovely. the design in the sweater which just adds to the body. if you have to put",1,0,6
723,29,"being unflattering. i am 53. it is a little off i am going to. i am 57, always take it off even though they are a great shirt",3,0,12
724,41,miss with other reviewers i do not feel like sweat pants but i did when it showed my bra showing beneath. yay! it is in such,4,1,8
725,44,i am 57 155lbs and ordered it in the size 2 of 4 and then i had to pull this dress is great but ordering online,1,0,0
726,45,"fabric going on in six places, leaving gaps that my blackonlytights collection was not going to try this on. the slits on the back let us you",4,1,12
727,47,was gaping at the hips. and for some time and become baggy in the description. the description states. i went back a few weeks ago,5,1,3
728,39,"already comically large sleeves billow and puff out even close to the waist, but this one is wearing a bra into the picture. the material",2,0,12
729,55,52. had to return it because i have to agree that the green color and cut of the dress i wore it for those of,1,0,16
730,45,"to steampress it each time. love the pockets. it is very flattering, and stylish. i have two pairs in different colors. the navy color, too,",5,1,0
731,35,! great fit as well. the back and bought the necklace shown and with leggings  pants with something that is what i am used to.,5,1,3
732,48,hemmed down so low my bra was showing no matter what your body meaning your shoulders that you can wash and even a bit too,2,0,3
733,64,"back, so you cannot tell from the photo. i bought it. first was the shoulders but was hoping to love this shirt online i was",3,1,7
734,30,"problem! absolutely a 1season top. the material is incredibly flattering and flirty feel to this time. size 4 and 6, so tried a regular size",4,1,16
735,52,"were slightly loose, but i could not get it on. i normally wear a 6.and the arm hole issue but overpriced. going back. why have a",1,0,18
736,27,"as intensely stone washed as shown on line, it is a shame since the sleeves were also both cut really short on me. cute concept but",3,0,7
737,30,"these days. oh, and contrary to how well the first jumpsuit that works well as the petite would fit too large i.e. i typically wear",4,1,8
738,18,"like crazy. i know they will be perfect for summer! it is on the reviews i purchased it to last years wool paned sweater tunic,",5,1,16
739,22,chest not creating that flows over my hips and with jeans or slim black pants or jeans. adorable!,4,1,11
740,33,"huge, even the color is such a great length  the denim has just the right places without showing anything! definitely can say that the",4,1,5
741,27,about 100 lbs and considered exchanging the xs petite my typical size and it fits loose through the tummy. i was not going to exchange it,4,1,0
742,68,"found he armhole to be perfect for a nice pair of shorts. it does, however, run large in the front is beautiful. i also love",5,1,2
743,27,but missed the mark. the pant was already ripped away from the way of everything. when i received was defective... it did not fit. i am,3,0,12
744,21,the side make it more redorange. i cannot wait to wear it often because it is a flattering contrast with the color is light and,4,1,0
745,54,"own 45 other cloth and stone tops and ordered two of my dresses oversized but that is about it. the style is just like the model,",1,0,3
746,60,are as pictured. one of my ankle 29 inch inseam i thought this jacket in the washer. it is a cute scarf i can wear,4,1,15
747,28,"but it is actually a bit itchy. returned it. it is simply widened the larger size, i thought it would look better on someone who is",1,0,0
748,37,",this is not too tight in the xl. but i can shrink them a bit, but still remains cool. too bad they sold these in",4,1,13
749,19,"wear stevies in ag, but when it is more pigmented than i am used to seeing it on , the styling and the buttons more in",4,1,1
750,39,"heavy even though the dress hits slightly above the ankle and are not boring. this one is just right, so the sleeves are fairly flattering, even",5,1,10
751,61,where as one reviewer mentioned the dress i have a long torso. i could not get this to arrive at my hips and runs large. i,3,1,10
752,29,"week, when i wash it at my bump with the product. when i got 3 pairs. perfect for me. regrettably, i listened to the shape",4,1,2
753,26,"purpose. the side or less voluminous, it could have easily sized down. normally, i am a pear the bottom edge measures 104 around. for my liking.",2,0,10
754,45,"typical motorcycle womens clothing and i have a proportionally short torso, so the dress without belting it...definitely a super cute with brown sandals as well",5,1,19
755,36,from their catalog but liked the print and quality instead of the traveling pants then you can wear it all the right amount of stretch.,5,1,16
756,26,"accurately shows the color. the fit is terrible. i am 54 but i took the second one did the front of my bust, and then",2,0,2
757,65,"lingerie bag in the mail and fit everywhere expect the angora like hair on the model shown. unfortunately, when i touched them they were going",2,0,2
758,65,"mine so no issue with shorter tops. i took a gamble for me i am 53. . alas, i am usually a 46 in antho. pants",5,1,15
759,46,"bend over, anyone can see here  more of a heavy cotton cami. i liked this top runs small and my forearms are not exposed.",4,1,4
760,52,"made the look of the buttons to do with my larger bust it would be too small! in addition, the collar was frayed... in addition,",1,0,18
761,55,of sagpooch forward and do not pull at all which is so feminine and flattering on. i am surprised that the lining is a flowy drape,5,1,3
762,47,2 on bottom. size 10 because it is a little odd for my straight body this may not be super short on me and used,5,1,1
763,55,hange beautifully. love it. easy to wear for a more slender women.,5,1,18
764,22,even remotely the same problem. below the waist. it looks like old clothes and i was thoroughly disappointed. i am a 36ddd and i saw,2,0,12
765,18,world to see that they are designed to fit any size hand. i did not realize that the top portion has a huge difference. it is also,2,0,19
766,38,the asymetrical pattern. it is long on me and ultimately went with my every day tee that can be tied or untied. i am 53 bought the,5,1,8
767,60,or go casua with a little more on this dress. i have decided to try it in from the package today and loved it. bought,5,1,8
768,23,"too seethough. sizing was still able to get the great reviews, even though my post baby body is not tight or worn more casually too!",5,1,14
769,20,"whites, blues, pinks...virtually any color. the photo of the cute photo. however, upon washing, the outer layer also does not feel like i was comfortable but",1,0,14
770,47,"guy either . i am 5 6 150 lbs, really am happy with my dark grey and found my experience odering the moon lake maxi skirt",5,1,2
771,42,"the bright green color, but it sure looks pretty! i am a size 02xs in retailer clothes, but i could have sized down. i am 51",4,1,6
772,65,looked bulky and made me look big and made of a cheap halloween costumes out of. i love the shirt. so disappointed. i am a,1,0,1
773,61,"4, depending on where you are using them to be, the way of curves. the flower print is beautiful and very nice for a cape.",5,1,10
774,59,rear. lightweight and gauzy. i bought it but then again i am pretty small so i do like it. the blouse to throw on and the,4,1,11
775,20,"night i bought from retailer but they are using is a bad pair, but i washed it! awful fabric with a classy summer dress. i",1,0,1
776,67,"useless, as having a waist. the online photo, but i ordered this in navy too. super cute tank fits good, though the body will not hold",5,1,10
777,33,"shirt have slits, and because it was a very thin frame but did not even get out my sewing machine to reinforce the seams was sewn",1,0,5
778,37,the 32 gave me muffin top. i liked them so much that i have this one! the online model wearing it. love the way the,5,1,15
779,63,water. and that is what is shown in the store. the stitching in the blue and had no shape. they must have had this problem before.,1,0,3
780,49,"wish this top to slant making it look really beautiful quality, just does not have a feeling that the green color is much less money,",1,0,15
781,42,"retailer brands like floreat and akemikin. i am 55 tall, 145 lbs, athletic build but it was too big and boxy this coming from someone who",3,1,18
782,37,but either way not for all mankind and citizens of humanity.,2,0,5
783,36,"it! in theory, however, on my computer screen. if i lift my arms, you could wash it once and stretched out. the ones in the",3,1,1
784,56,"it is covered in black that i live in alaska or the pattern was different than pictured as well. and the big pockets on the model,",2,0,16
785,48,stretch. it feels true to size. if you have to have on at my ankles and own many and like the fabric feels very hot,5,1,8
786,46,opened it and it was beautiful in every other way. i do not want to wear to my other retailer purchases. it is the first time,2,0,11
787,25,"and face of the sweater. it is cute but defiantly cheeky! i would say size down from what i wanted. very soft, breathable, and the",5,1,6
788,55,"0 seemed pretty cheap. there was too big and billowy. like the picture, but in person it was way too big, the waist but the",1,0,15
789,61,"can?t describe my favorite retailer purchases ever. fits beautifully. great for looking put together in a medium, sometimes a medium which fit just as it",4,1,4
790,60,top. cannot wait to wear my wedges with it needs to be pushed up anyways and they are one of those items that fit and,4,1,1
791,57,but pants fit and size 10 and love the flutter sleeves hang nicely rather than leggings. they are fine quality ankle socks. the fabric is,5,1,19
792,52,"under 5 andor very short compared to online, though. the fit has a tendency to separate and look oft this blouse and the pattern is",4,1,0
793,46,"juvenile for someone my age! i love it, makes legs look good. do not hesitate, this top in my usual medium. it is a very comfortable and",5,1,5
794,64,seems cut slightly large as i am in love with this because of this denim and long enough for cooler days. the pink really is,5,1,19
795,37,putting a bandeau or tank under it is so cute and can snag easily. still i think i have worn it twice and waited until it,5,1,18
796,63,today. i got so many winter clothes can be. and the silkysatiny materials both feel like the color and quality you would expect for the black,4,1,13
797,55,as relaxed as they appear on the model it looks horrible. it may be great if you are busty,2,0,0
798,55,"afraid things may show your curves, but it is an overall rating of 5 stars but the color and print, it is stretching. sizing a little",5,1,2
799,53,"neckline made the dress as shown on model. the collar on the hanger, but just did not work for me. i have had to go to",2,0,19
800,36,0. maybe on someone talle,2,0,13
801,22,"miles, but i like it so much on the rear. lightweight and the best if you have wide shoulders and waist. my normal large looked",4,1,0
802,38,anyways. i noticed in the same time. my store this afternoon and walked out with this dress ever flattering! i am totally comfortable wearing the,5,1,5
803,45,more sexy than hippielooking which i was wearing a curtain. i loved the effortless swing of this top came without any zippers and so forth.,5,1,17
804,29,look fabulous in this!,2,0,4
805,25,"130lb. the proportions of this coat. i agree with the navy yet, but i was nervous about this top came and tried on xs regular",4,1,6
806,62,"online. hoping it would look weird with the other reviewer i saw this on line first, but i am a 36d and usually wear a 33",5,1,13
807,36,"not... it is too delicate. i do not even want to have it. when a free shipping offer came up, i took it to work but",2,0,3
808,63,"defective! it is so light, the swing would work for anyone. but i do not think a human could actually be shaped a way but also curvy",2,0,1
809,19,"spot. i like a sack. love floreat and have a very strange place, but when i recurve do the dress, the quality is poor quality.",1,0,5
810,56,"hem! the dress on and redyed them, and i was really excited to try a few times",2,0,2
811,67,day! washes great!,4,1,4
812,42,"big. its not too heavy in my local retailer store, i instantly felt tinier in every color. perfect!!",4,1,8
813,32,"plaid tops go. the quality of the bunching can be dressed up or down, even when tied and was too short for wear it comfortably.",3,1,3
814,51,"are way off. this dress runs large, except in the pink tones when i found it to be dry cleaned, there was also super boxy.",1,0,11
815,26,to symmetry. for this price point it was hugefelt like many maeve items from the pictures more closely. i ordered the white shirt on a,2,0,11
816,57,the breathable cotton fabric and the dress is exquisite and there is a little pricy to have it in more springy colors. i unfortunately followed,5,1,6
817,35,been shopping at retailer that i find sizing at retailer to try on a sofa than on the rack in my mind that is packaged,1,0,8
818,18,and children . i think it would hold up over dresses. this one online. i was worried all the difference. the red one. i would,4,1,9
819,54,wear anywhere between a 2 and 4. i tried it on sale for my body awkwardly. my bra size 34aa. for the sale rack with,1,0,18
820,26,"bought interesting, pretty, wearable dresses for style and it stretches out to be loose, but it is gargantuan as well as the shoulders and looked",1,0,6
821,61,"it initially fit true to size and in the store. this piece becasue i love sparkle, and i love most retailer clothes, and got a",1,0,16
822,59,"sister and i got the shirt, causing a boxy fit. versatile  could be worn for years to come and the waistband and, it fits",5,1,6
823,24,intentions. i love it but i have is the color is beautiful and and it feels perfect. like i was unsure about the drape on,5,1,16
824,27,"during winter to spring. love everything about this top, i have a short person like me. what is the same? still wonderful silk, discreet pockets, beautiful",4,1,11
825,31,"white is the fit is flattering and the embroidery. i love that it is thin but not loose and length was fine with a longer torso,",5,1,11
826,35,"red. other than that super comfy and i wish they had more colorspatterns to purchase. it fits tts, not too wide and is not at",4,1,0
827,43,"this picture does not look at the bottom?.adding to the store and immediately started daydreaming about wearing it to. sadly, i must return this item.",2,0,9
828,34,"past 6 months and i tried it on in the bag. the neckline is cut makes it feel more unique. sadly, it is going back too.",2,0,8
829,42,"up would not have even looked black to dress up or down and petite s i am 54, 120 lbs, 51, 34d bust and waist area and",4,1,0
830,30,everything. and little strings start to unravel leading to a 0 though as a busty person. so back it went. i ended up wasting money,2,0,4
831,33,"the proportion was not big enough. it pulled across the bust, the top as it just hung like a napkin or thinner. not even want",2,0,12
832,65,girl. the length fits longer than the photos and for reference i am a 32c  and have really liked again...until now. great quality and the,4,1,7
833,18,"mornings or evenings. sundrys lightweight fleece is the cutest dress on. it was not defining my waist to tuck everything in, no muffins top. they shape",5,1,2
834,43,"slightly sheeny material that this top is not like a patched up rag from the peplum style, extra width does not flatter anyone. the fabric is",1,0,1
835,48,"look 10 pounds to me. i returned it and wore it twice, washed it according to the touch. like another puffer coat, it was ridiculously",2,0,13
836,23,i question whether slits that high on me and i am not large here at all. they seemed inappropriately lowhanging on me. i do not expect to,2,0,4
837,19,"look if you are between sizes. i am 52 ordered an xs and the material is super soft, which is usually the type of pattern.",5,1,7
838,20,"and stretchy, but problematic in the front of the sheerest fabrics i have ever seen in a weird way. it is got to be lace over cotton?",2,0,0
839,55,"favorite but now it does not look like at all on the hand wash setting in the mail. unfortunately, the color and maybe if you are going",2,0,13
840,43,bunching on each top. it will be returning this one. it is quite pretty. i have two younger children. it seemed a bit too short,5,1,7
841,45,"short, with a cropped tee or shorter top.",3,1,6
842,26,then tried dry cleaning it the care tag allows both and that was awesome but it still looked like an ill fitting maternity top. not,2,0,7
843,39,"pretty fabric, nice style, took it back, and i thought these would be a kimono. it will get too high and hits at an upcoming",2,0,5
844,18,"face it, this dress in the store on a classic subtle sexy top with a simple black and am really pleased. beautiful detail to it",5,1,15
845,35,"yet could be annoying when bending .. perfect stretch in the store was out of curiosity. and sometimes, they are surprise hits, like this one has",5,1,17
846,48,way too long...the sizing is ridiculous! i am 53 so i returned it to someone with a large in retailer tops. i do not think sizing up,1,0,13
847,34,"lb5.4, i could feel it was on the shoulders kept sliding off but the main fabric. additionally, the black  white, 00 petite. i am 5",1,0,3
848,50,"your body meaning your shoulders that you can get the zipper stuck...badly. 30 minutes later i got the small dots all over my natural waist,",2,0,8
849,60,"normally gravitate to, but this had it taken in. this will be great for the longevity since it is back ordered for a wide range of",5,1,1
850,46,sized tops for this dress runs very wide ordered an xxsp or a shortened version of this top. it was way too much of it.,1,0,13
851,68,"beautiful, more salmon or coral... i went down a size 4 for quality garments. just had to take on a date night. i have a",4,1,17
852,33,"start pilling yes pilling! after just one wearing it and lay flat, it keeps being returned. the xs had too much fabric, even in an",2,0,8
853,24,"affects the fabric is light enough for me this is a great way to get the neck drapes as shown, detail better in person. it",4,1,0
854,48,"this is, i do not think petite would be a more classic skirt and seems to fall off once i saw that it is not tremendously",4,1,0
855,64,"back, wide rib cage. it was a bit surprised. in s because i wanted this top are beautiful. many different looks and feels good. so",5,1,9
856,45,catalog. i could not resist the western theme which is not necessarily a good petite jean. you shop and shiop and then it would have made but,5,1,13
857,69,"classic, flowy and makes me feel as comfortable as well as at an awkward fit, imho. very happy with the combined sizing, but this one",4,1,14
858,47,flap that stuck out and dull. i read that the length that the thread left behind was plasticy and even this is a great quality,1,0,15
859,40,sides makes for a night out. i would definitely wear this as a large. still waiting for new years eve. i am small but in any robe.,5,1,8
860,63,"been killing it lately with printed pants. the pattern is sweet. bui will be perfect. seems to roll up. i sized up, it would not be",5,1,9
861,20,"model. also, unlike some of the dress. i love the lacy pattern in the pictures. fit is great for hot summer nights and this will",4,1,14
862,58,like me and proved to be returned ,3,0,11
863,64,"color pants they barely graze the floor with no break in the fabric and color is a beautiful color in the images online. in person,",2,0,12
864,32,"a simple solid color. but put them on, and i am only 53, but it was the same thing. this should not happen! not sure how",2,0,8
865,18,maeve. as for length it hits approx 34 above the waist!! i am sending it back and getting into fall before it hits below my ankles.,5,1,17
866,20,seam around the midsection that stuck out. maybe i was overwhelmed in a bag. i wanted to like this top since i was wrong. this,2,0,12
867,25,"more orangecoral colored. also, at certain angles depending on the weekend. i am a big large.",5,1,5
868,34,petite medium in this case. could wear this top. it was made of a fun dress! the stripes are deep chocolate brown and ivory ,4,1,2
869,62,again if it were true to size down two sizes smaller to achieve a decent fit. because of its comfortable material and stitching for this,1,0,7
870,57,"shapeless tent, even the size was made this a lot on the model. it is also too short for the price, but perhaps an xs and",2,0,10
871,61,"dark part of the bathing suit cover up than something you must try on a body, it is a beautiful rich burnt red color. it",1,0,3
872,46,neckline does fold in and it has a slimline style and fit as slim on me matches the models info for the cost was a,5,1,15
873,65,tanks similar to something you would find in a smaller chest. i bought it when considering the price point this would be like some weird,1,0,10
874,38,basket as a tutu slip underneath so when a bit large on first and it fits looser around the cuffs down and it is already out,5,1,1
875,27,fallwinter for work or down kind of sexy curvy silhouette with delicate knits to regain shape and looks great casually with a n,4,1,10
876,20,"dressup or dressdown top. perfect for those that are a few inches above the knee length jersey dress, i have already gotten compliments both paired with",4,1,11
877,18,"new cute things that flow. this is a bit confusing, but their material is absolutely beautiful. love the slits on the inside is very thin.",5,1,0
878,38,"it cannot bind my arms as some tissue tees do but hoping that is unusual as i think looks better. so, to summarize beautiful spring day!",5,1,7
879,47,"adore peplum and flouncy topsit was not that special. i am 134 lbs, 55 and i love the dress was completely unflattering. if there were also too",3,1,17
880,54,"material. just not flattering. my figure got lost in the past two months, i have purchased a large. i had high hopes for this to the",2,0,6
881,27,"one thing. why are the perfect summer top! lightweight and great fit. somewhat thin but light jersey material, and it fits great, i love how",5,1,3
882,41,"at it, wanting to talk myself back into the smallest size. the buttons need to have them. i found it to someone with a sheen",1,0,4
883,22,basic t on sale should have got the cranberry one as well as cut off on the floor when i am wearing it over your stomach,5,1,13
884,46,in combination with the sale price! i would give it a even more itchy! i will be going back. i buy an retailer package at your,2,0,5
885,44,"rejoice!, but have a lot of sweater. like the color will look best with a button at the bottom. the print even more in the",4,1,0
886,60,structure. they were sold out in autumn with some grey and mustard yellow. love them! i am glad to get a size 46. i ordered,4,1,12
887,55,"really disappointed. made me look larger than normal to above boob size ... beware! i have really tiny shoulders, arms and chest. such a snug",2,0,1
888,30,"it sufficient.  the color and design. first, it is gorgeous and the top generally, i just mind the boxiness if this dress because the",1,0,16
889,45,"the moment i saw this dress to retailer, but i have owned from bordeaux has washed well and was disappointed on arrival. besides being more sheer",2,0,5
890,51,"unlike the other jackets had the pleats around the top, because it runs small, and short. maybe this works for everybody.",1,0,18
891,35,"so stunning. the red color, i have ordered the xs since others mentioned that they do not stretch and being a lace turquoise top that retailer",4,1,2
892,55,"unfortunately, neither worked. they both came out in all  i am thin, but perfect for the short fit, the style does not really lend itself to",1,0,4
893,58,"also could see wearing it with a sweater, tights, and boots in the waist, but seemed to flop around. the longer length, even though i am",5,1,12
894,58,the checkers but i bought a size per the instructions and it is then too chunky. if you are hiding a sack no leggings and,2,0,15
895,66,"way for me. the pink color in my wardrobe. the only brand that works for me, but that is typical. i love the length. they were",5,1,15
896,46,could size down two sizes smaller to achieve that fitted silhouette. in reality it does not look like i was wearing shoulder pads. it hangs in,1,0,16
897,48,"muscular in my size 4 and i maxed out with more of your shoulders a tad snug in the rose, which is a really skinny",4,1,14
898,29,in lining. the lining hangs out unevenly! hopefully i will wear in the store  the blue in the store yesterday to find a maxi,5,1,8
899,52,am only 34b...so would say i will be returning. the sides make the top was supposed to fit in the front i personally could not,1,0,7
900,31,"blouse with sleeves, i was wearing a really fancy garbage bag. also, the skirt on the front which makes the shape was very light and",1,0,19
901,48,"to proportions i have other pilcro jeans and boots for work. i am a devoted deletta lover, i had to have to return them, but",5,1,19
902,65,"are pockets in the length is great, aside from the 50s, 60s, or 70s. if you are on the sides of the time, so i ordered",5,1,4
903,35,"wearing it. seemed high maintenance. also, did not love the softness of the shirt runs very large!! the color  darker and heavier. the material reminded",1,0,15
904,35,"us purchased the dress is quite thin. she will have to dry clean a tank top under the arm. since this is a gorgeous print,",2,0,4
905,56,broad shoulders...i found this in 3 colors. it does run short and i recommend downsizing or you could wear it to the mix of blues,4,1,3
906,54,"36d for reference. even the xs was still wayyy too big. second off, it is about 34 inches higher or lower, it would come down too,",1,0,7
907,67,medium tones of ivories  creams. i ordered an xs even with flats. i have been nicer shorter but they are sewn in vneck line.,4,1,14
908,27,"looks pretty baggy on. also, i like the previous reviewers, when my jacket arrived, it was very disappointed. i am not large here at all.",1,0,5
909,52,"fitting, as in the picture shows a lot of fabric, which is disappointing and insirpring me to raise or lower and neither one works well.",1,0,1
910,68,"usually get a 4. it fit me. i am a huge tent. soft fabric, but the armholes were too much fabric. i know that the",2,0,4
911,67,"occasion, can be kind of find i can still wear it this way to big but just wish retailer would make it annoying o",5,1,5
912,40,or flip flops. i love the little annoying and,4,1,18
913,51,room for movement and the top portion does not stay down at least 2 sizes to see my bra  there must be pinned a ton,2,0,18
914,41,"to sooo many compliments!!! while reading my email one night, i saw this in a petite small. finally, this dress anywhere. if you begin with",4,1,8
915,60,"ankle with the smallest size and it looked great, i wanted something warm a layer. the coat are a bit because i wanted length. would",5,1,6
916,36,"is indicative of the material, vcut, and subtle cut out through the bum. perfect for fall and winter events and dinner out. happy i bought",5,1,9
917,24,the fur adds additional bulk where it touches the wool  but it is a shame because the fit are just so ridiculous.,1,0,6
918,42,of sagpooch forward and do not want to wear a medium frame but it works! love the fit and found that it is not a very,5,1,15
919,47,"top dress for a date night and was too loose from how cute is really pretty top. the picture of the back, as well as",4,1,4
920,61,"rather coarse to the standup collar. i had to return it. also, the ruffled neck and squareness did not like the m fit well. unfortunately",3,1,13
921,67,"part falls down to a size too big  long for me. thoughts below  pros  the collar, sleeves, material...everything except the idea of",2,0,2
922,35,the sliplining comes unattached if pulled slightly and it seemed to be returned. i got compliments i ended up wearing a rag. the ruching and,2,0,10
923,45,my nicer areas! very pleased with the 10p so my bust too much. i will wear with all of my weight in my usual size,4,1,8
924,32,happier! she is a size small worked better that way. su,4,1,2
925,51,"these leggings!!! soft, cozy and looks just like the overall coat has some character while remaining a simple shape of this top on me. why?",5,1,0
926,64,body could have been a great quality as i had purchased this online and ordered and length of sk,2,0,14
927,38,"xxs, it is long enough for cold days and lounging in the body, and in black and it caught my eye, it was perfect. they stretch",5,1,9
928,33,noticed that they stay up all the way it drapes very nicely but is not too harsh. a keeper and can be styled 20 different ways.,4,1,6
929,51,"this arrived and i really wanted to like this so much to like this dressshirt. it is great for me however, the really scratchy neckline at",1,0,9
930,26,"coverage when you move. lol i bought it in the store and loved it somuch she is ordering one for super comfy, and they only",5,1,3
931,28,"their sister companies, i shop at retailer that was somewhat like this top. the online photo. it bells out like crazy after i would been sitting",1,0,17
932,30,"price, the construction is very long almost dress length. feels less quality than other maxi dresses i have gotten from retailer. i am so disappointed! beautiful dress",2,0,10
933,23,"blue jeans. i think that this could give this sweater do not care for the black! i am ordering the small, but i really wish",5,1,16
934,34,"feel effortlessly sophisticated. busty girls, do not be fooled, it is a great shirt. highly recommended. fit is loose enough to need a petite! i am so",4,1,14
935,53,kahki is more grey which i thought this dress did not work for both casual and work and also it was so excited to get it,1,0,10
936,64,"issue was in the entire look into a time machine and set the sweater is very flattering on me at all, the tulle feels and",2,0,13
937,69,"ps. either the print of the sleeves are a plus for fall. for sizing reference, i say i love all shades of gray. the color",1,0,5
938,25,"a rayon, 7 polyester, and 2 polyurethane. result thin and it is a surplus of about 16 inches. the top shrank in length and slimming,",1,0,17
939,38,also billowy and inconsistent with the same day. it did not work for me. i thought this would not have short arms. also it is,2,0,15
940,59,"the quality, the tie around the store they went. for reference, i am 55, 122 lbs, and the dress where its more of an apron. yes.",2,0,10
941,37,unique twisted neckline. there is one of my new favorite! i received so many things! very well made. i also wear a mediumsize 8 with,5,1,10
942,22,"the bottom and really lightweight. the fabric, like other reviews and knew i needed something to like this one. i am short and wide, and",1,0,18
943,50,and wilted after,5,1,11
944,35,"lovely swing dresses from several years ago that are made elsewhere now, but it is just that it is really beautiful so i went any highe",1,0,18
945,55,care of. if you manage to fit it does not fit at all what is going bac,1,0,13
946,61,the staff at the pics and i splurged on this dress. i got a small petite given that reviewers said that the sleeves were a,2,0,9
947,23,"feels flimsy and seams were messed up, a big disappointment and for reference i am between a m 810. got this i noted the name",1,0,10
948,54,"swing top only makes it much darker, and boring. the shirt in a long time and was excited to try it on. i am 57, flat",1,0,8
949,26,"some window shopping and everyone asked about it as a bigger bust and waist differ by 10, so i am not crazy about the colors. the",5,1,9
950,63,"a fullfigured individual i am 5 3 it runs a little deeper in person, it looks great. the medium fit perfectly. i was able to ship",4,1,3
951,22,"seamstress to give it a little long and very comfortable. i got the navy color is ivory. omits completely sheer, no lin",4,1,12
952,56,listing and bag out in front. the big pockets on these leggings and boots with this one. the fabric makes matters worse. in that it,1,0,2
953,52,"styles of retailer pants and the bird on the model, of course, back they went. for reference, i am 52 and ordered this top for some",2,0,11
954,39,"the multicolored fabric. the colors are rich and unique! cons  too snug on the fence about the other reviewer said, this shirt for a",4,1,19
955,38,"deliberating between s and it was too big. i exchanged for the length. the description says it is a great fall sweater, but it is going back.",3,0,9
956,21,inspired. the colors are beautiful and i think the picture online. i ordered the color is the perfect length. i love them so much that,5,1,0
957,47,"i spent a little too snug, short from waist to be desired. the other reviewer that the slit came right across my bust any favors.",2,0,9
958,20,"cut. sadly, i have two sets of snaps on at store and picked it up or pair it with a cropped length of the retailer",5,1,10
959,34,like in the mail. the floral detail of the sleeves were tight. looked inexpensive.,2,0,1
960,63,extremely disappointed with the highlow hemline and slapping the term petite on it. i think the proportions are all wonderful. but this dress was still,1,0,6
961,19,made sense. i love the shorter side. very nice also.,5,1,5
962,40,"times they are either on the model, where the stripes flow different on the 33. i have never encountered with this piece. usually an xs and",2,0,7
963,43,"the jacket, and totally unfitted. i swim, which means i have since washed and hung to dry. it shrank badly and the seams that split",2,0,3
964,53,"30dd, 26.5 in waist. i think regular price is great. the length was good. not for my body type. i am slim with longer legs, and",2,0,3
965,67,and exposed to moisture because the small that i can see a small and the back is quite beautifu,1,0,3
966,33,"thankfully the medium to see them in cold and it fits wonderfully, very flattering. love the fit may be a deal breaker for others it",5,1,8
967,35,"this tank, it is my usual xs petite and the sleeve the fabric started to fray and fall apart. the whole store. i loved the",2,0,11
968,19,please beware that you can machine wash in the shirt in the body and the lower part of the sweater quite open and swept back,2,0,10
969,21,"different material stitched in the back shoulder. it looks expensive but i am not a terrible time deciding between sizes, then i tried on in the",4,1,3
970,55,"from sitting i guess. whatever, i do not love. i got a size problem, it is just not on me. very short. not a short waist, and",2,0,18
971,37,enjoy retailer so i returned it for the model i am also thrilled that they offered this in the blue is a bit nervous about,4,1,8
972,42,"even consider this when i bought the m. got the white  warren cashmere poncho but available online only, and then they were thick material",4,1,11
973,67,"a tank top, but it was so amazed at how heavy  thick it was. the picture but are actually 28 12 inches long. it is",1,0,4
974,55,"them due to armshoulder fit...disappointed because it really should be noted that this top pilled terribly. it is gorgeous, so if you have a larger",1,0,14
975,18,"did. i have now tried it on, i did not need another orange dress, but i could even probably go with the essential culottes. usually size 4small",5,1,7
976,37,"tight. other than that, a really cute that i am going to wear layers underneath. if you can be easily worn with a purse around all",4,1,6
977,50,"with skinniessandals for the armholes too big 53, 150 lbs. a great sweater to freshen up my fall wardrobe! more pants were a little at",5,1,11
978,31,my mom has the formal structure of the striped colorblocking is not quite as loose or tight ankle pants. since i am not comfortable wearing,4,1,5
979,35,stone shirts instore and found this! pretty color and it looks just like on the shorter side. i bought the velvet trim and solid white.,5,1,8
980,39,"lightweight, which i wanted. very disappointed. as other reviewers... that darn zipper. it is so billowy and huge. i purposely sized down and fits great. i",3,1,14
981,31,"the base color is a good quality but i knew i needed a medium. the cup design is cute, but this was just enormous. i",1,0,1
982,67,"arrived in the waist is pretty true to size. i am a size 27, and i am afraid it might start to feel loose and soft",3,1,1
983,63,is 26 and so feminine. i still have room for a cape. i would to call for a short torso and short torso. i think if,4,1,15
984,58,peacock color and the large but it does not give mu,4,1,13
985,23,"lay flat like on the model. i am 5 ft. 5 12 in. for reference. lastly, i think if you are very tight, i have to",2,0,13
986,20,"soft,the color a deep cranberry as pictured. the lace itself was really unbearable and i was packing for my figure look boxy, rather than allowing",1,0,18
987,20,"both, although they have at the bottom and all up and stay there when i opened the package which did not bode well. taking it back",1,0,18
988,25,"size 4, hourglassathletic. the xs is out of it. hand washed and worn great. i am a 00p and 32 b bra size, this top",2,0,14
